id,address,bedrooms,full_bathrooms,half_bathrooms,type,size_sqft,lot_size,price
1614,7267 Crest Peak Ave Las Vegas NV 89130,5,2,1,Single Family Home,1984,5227,220000
1615,3800 Plan Las Vegas NV 89129,4,3,1,Single Family Home; Ready to build,3800,130680,409900
1616,3681 Casey Dr Las Vegas NV 89120,3,2,0,Condo/Townhome/Row Home/Co-Op,1440,4356,50000
1617,7333 Perkins Hill St Las Vegas NV 89166,3,2,0,Single Family Home,1490,4791,200000
1618,1095 Adelman Dr Las Vegas NV 89123,2,2,0,Single Family Home,1278,3920,164500
1619,8509 Wild Diamond Ave Las Vegas NV 89143,6,3,0,Single Family Home,3297,7840,359900
1620,4311 Gannet Cir Unit 188 Las Vegas NV 89103,1,1,0,Condo/Townhome/Row Home/Co-Op,684,,59900
1621,Las Vegas NV 89183,5,3,1,Single Family Home,3136,6098,389000
1622,2887 Promontory Vista Pl Las Vegas NV 89142,3,2,1,Single Family Home,1700,4791,164900
1623,6487 High Sierra Ave Las Vegas NV 89156,3,2,1,Single Family Home,1627,8276,88000
1624,5324 Swenson St # 60 Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,862,871,136000
1625,4955 Jeffreys St Unit 611 Las Vegas NV 89119,1,1,0,Condo/Townhome/Row Home/Co-Op,462,,29000
1626,3455 Cape Cod Dr Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1152,4791,47900
1627,Las Vegas NV 89139,4,2,1,Single Family Home,2226,4356,280000
1628,7947 Sally Irene Ct Las Vegas NV 89113,5,3,0,Single Family Home,2886,7405,290000
1629,2747 Paradise Rd Unit 2005 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1556,,425000
1630,6808 Atwood Ave Las Vegas NV 89108,4,2,0,Single Family Home,1598,6969,135000
1631,2995 E Sunset Rd Unit: 214 Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,998,2265,80000
1632,Las Vegas NV 89149,3,2,1,Single Family Home,1529,2178,150000
1633,2970 Picasso Cir Las Vegas NV 89121,5,2,1,Single Family Home,2827,8712,267500
1634,4346 Swandale Ave Henderson NV 89121,3,2,0,Single Family Home,1496,6534,99000
1635,6329 Peggotty Ave Las Vegas NV 89130,5,3,0,Single Family Home,3205,7405,251552
1636,Las Vegas NV 89131,4,5,1,Single Family Home,6337,14374.8,599000
1637,Las Vegas NV 89104,2,2,0,Single Family Home,1164,6098,119500
1638,5799 Sunnie Dee Ct Las Vegas NV 89120,4,3,0,Single Family Home,2584,24829.2,340000
1639,Las Vegas NV 89122,5,2,0,Single Family Home,1886,5227,171500
1640,3108 Bellavista Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1440,4791,94500
1641,10529 Nevada Falls Ave Las Vegas NV 89129,3,3,1,Single Family Home,1983,1742,123000
1642,355 E Robindale Rd Las Vegas NV 89123,4,4,1,Single Family Home,4717,22215.6,695000
1643,9809 Biscayne Ln Las Vegas NV 89117,6,3,0,Single Family Home,2951,6534,315000
1644,2600 W Harmon Ave # 15021 Las Vegas NV 89158,1,1,1,Condo/Townhome/Row Home/Co-Op,823,,459888
1645,844 Paseo Rocoso Pl Las Vegas NV 89138,4,2,1,Single Family Home,2648,5662,372000
1646,8729 Villa Ridge Dr Las Vegas NV 89134,2,2,0,Single Family Home,1370,7405,200000
1647,Las Vegas NV 89104,5,2,0,Single Family Home,1876,6534,160000
1648,3783 Lodina Ct Las Vegas NV 89141,3,2,1,Single Family Home,1748,2613,188800
1649,7412 Shady Rock St Las Vegas NV 89131,4,3,0,Single Family Home,2192,6098,254900
1650,500 Grey Cloud St Unit 103 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1108,1089,95000
1651,5217 Whispering Robin Ln Las Vegas NV 89124,5,3,1,Single Family Home,5220,34848,1950000
1652,10635 Streamside Ave Las Vegas NV 89129,3,2,1,Single Family Home,1499,3484,180000
1653,7825 S Decatur Blvd Las Vegas NV 89139,6,4,0,Single Family Home,6259,20037.6,849900
1654,8038 Firethorn Ln Las Vegas NV 89123,5,3,0,Single Family Home,2016,21344.4,154900
1655,7578 Catalina Harbor St Las Vegas NV 89131,4,2,1,Single Family Home,2156,5662,200000
1656,2029 Grouse St Las Vegas NV 89134,4,4,0,Single Family Home,4030,14374.8,859900
1657,2821 Soft Horizon Way Las Vegas NV 89135,5,5,1,Single Family Home,4083,8712,1099000
1658,Plan 2568 Modeled Las Vegas NV 89135,3,2,1,Single Family Home; Ready to build,2568,87120,369990
1659,2582 Laconia Ave Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1516,2613,100000
1660,1405 Vegas Valley Dr Apt 226 Las Vegas NV 89169,3,2,0,Condo/Townhome/Row Home/Co-Op,1125,,45000
1661,4103 Villa Rafael Dr Las Vegas NV 89141,5,5,1,Single Family Home,5644,11761.2,1299999
1662,5330 E Charleston Bl Unit: 33 Las Vegas NV 89142,3,2,1,Condo/Townhome/Row Home/Co-Op,1170,3092,94999
1663,11082 Cherokee Landing St Las Vegas NV 89179,3,2,1,Single Family Home,2802,4791,289000
1664,8529 Estrelita Dr Las Vegas NV 89128,4,3,0,Single Family Home,2577,7405,379900
1665,6377 Cornstalk Cir Las Vegas NV 89142,4,3,0,Single Family Home,2454,6969,269000
1666,5306 Tupelo Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,924,5227,37000
1667,10200 Deerfield Beach Ave Unit 202 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1260,,154000
1668,4471 Dean Martin Dr Unit 307 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1111,,300000
1669,9012 Boca Del Rio St Las Vegas NV 89131,6,3,1,Single Family Home,4234,8712,389995
1670,3919 Karen Ave Las Vegas NV 89121,4,2,0,Single Family Home,1248,7405,65000
1671,8539 Lakota St Las Vegas NV 89123,3,2,0,Condo/Townhome/Row Home/Co-Op,1421,3049,130000
1672,2577 Morning Cloud Ln Las Vegas NV 89142,5,3,0,Single Family Home,3390,6534,326000
1673,55 E Agate Av Unit: 403 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1155,,129888
1674,4340 Maltese Crest Cir Las Vegas NV 89129,5,3,1,Single Family Home,4223,13939.2,735000
1675,2516 Cove Rd Las Vegas NV 89128,2,2,1,Single Family Home,1653,4356,235000
1676,5751 E Hacienda Ave Unit 182 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,896,,63000
1677,7908 Lago Vista Ln Unit: 103 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1266,,74000
1678,Las Vegas NV 89145,2,2,0,Single Family Home,1184,4791,136000
1679,350 S Durango Dr # 146 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1188,,89000
1680,5025 Drummond Rd Las Vegas NV 89130,4,2,0,Single Family Home,1584,6534,170000
1681,2526 Finlarig St Henderson NV 89044,5,4,1,Single Family Home,3346,10454.4,525000
1682,5282 Sandstone Dr Las Vegas NV 89142,4,3,0,Single Family Home,1636,4356,110000
1683,4916 Mount Pleasant Ln Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1308,7579,239000
1684,2752 Mintlaw Ave Henderson NV 89044,3,2,0,Single Family Home,1928,5662,284000
1685,9009 Gentle Rain Way Las Vegas NV 89117,4,2,1,Single Family Home,3031,6098,349500
1686,4880 Alta Mesa Way Las Vegas NV 89122,3,2,0,Condo/Townhome/Row Home/Co-Op,1315,3920,81000
1687,8840 La Manga Ave Las Vegas NV 89147,4,2,0,Single Family Home,2464,7840,310000
1688,1231 S Maryland Pw Las Vegas NV 89104,6,3,0,Single Family Home,2032,8712,279000
1689,3925 White Castle St Las Vegas NV 89129,5,3,0,Single Family Home,3730,7405,349900
1690,5404 Leadville Ave Las Vegas NV 89130,4,2,1,Single Family Home,1891,6098,205000
1691,10291 Delta View Ct Unit 102 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1190,,110000
1692,8313 Aspenbrook Ave Las Vegas NV 89145,3,2,1,Single Family Home,1715,4791,209000
1693,30 Eagles Landing Ln Las Vegas NV 89141,6,6,3,Single Family Home,11641,41817.6,3650000
1694,8340 Las Lagunas Ln Las Vegas NV 89129,5,4,0,Single Family Home,3869,20473.2,399500
1695,5766 White Cap St Las Vegas NV 89110,2,2,0,Condo/Townhome/Row Home/Co-Op,1029,3920,56000
1696,7709 Dusty Lynx Ct Las Vegas NV 89139,3,2,1,Single Family Home,2241,5227,161000
1697,7051 Pacific Coast St Las Vegas NV 89148,4,2,1,Single Family Home,1770,3484,196000
1698,8059 Wards Ferry St Las Vegas NV 89139,4,2,1,Single Family Home,2283,2613,225000
1699,1886 Metallic Ct Las Vegas NV 89183,3,2,1,Single Family Home,1603,4356,225000
1700,Las Vegas NV 89134,2,2,0,Single Family Home,1368,8276,215000
1701,4905 Planet Ct Las Vegas NV 89130,5,3,0,Single Family Home,2072,11761.2,230000
1702,3350 Plan Las Vegas NV 89131,4,3,0,Single Family Home; Ready to build,3350,130680,409990
1703,6335 N El Capitan Way Las Vegas NV 89149,5,4,0,Single Family Home,3544,21344.4,524900
1704,4655 Gold Dust Ave Unit 211 Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,884,,70000
1705,2651 Grand Basin Dr Las Vegas NV 89156,3,2,0,Single Family Home,1522,5227,135000
1706,4730 E Craig Rd Unit: 1056 Las Vegas NV 89115,2,2,0,Condo/Townhome/Row Home/Co-Op,974,,40000
1707,Las Vegas NV 89121,4,2,0,Single Family Home,2331,7405,159900
1708,58 Carolina Cherry Dr Las Vegas NV 89141,5,3,1,Single Family Home,4999,10018.8,750413
1709,9012 Night Owl Ct Las Vegas NV 89134,5,4,1,Single Family Home,5624,14810.4,989900
1710,505 Cactus Bloom Ln Las Vegas NV 89107,3,2,0,Single Family Home,1180,6534,129999
1711,1536 La Jolla Ave Las Vegas NV 89169,4,2,0,Single Family Home,1854,6969,60000
1712,107 Cervantes St Las Vegas NV 89101,3,2,0,Single Family Home,1350,6098,76000
1713,Las Vegas NV 89142,5,3,1,Single Family Home,2454,11325.6,225000
1714,3000 Plan Las Vegas NV 89147,5,3,0,Single Family Home; Ready to build,3000,87120,344888
1715,8665 Traveling Breeze Av Unit: 103 Las Vegas NV 89178,3,2,1,Condo/Townhome/Row Home/Co-Op,1588,871,110000
1716,9798 Southerton St Las Vegas NV 89178,4,2,1,Single Family Home,1714,2613,175000
1717,8709 Villa Pablo Ln Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1098,3049,104800
1718,2724 Rosarito St Las Vegas NV 89108,4,2,1,Single Family Home,1895,4356,179900
1719,Las Vegas NV 89149,4,3,1,Single Family Home,3715,8276,347900
1720,211 E Flamingo Rd # 410 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,941,,115000
1721,44 E Serene Av Unit: 425 Las Vegas NV 89123,1,2,0,Condo/Townhome/Row Home/Co-Op,1370,,140000
1722,6686 Hathersage Ave Las Vegas NV 89139,4,2,1,Single Family Home,1655,1742,180000
1723,2750 S Durango Dr Apt 1157 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,965,,78000
1724,1511 Plaza Centre Dr Unit 106 Las Vegas NV 89135,4,2,1,Condo/Townhome/Row Home/Co-Op,1663,,235000
1725,8000 Badura Ave Unit 1106 Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1036,,55000
1726,4312 E Russell Rd Las Vegas NV 89120,3,2,0,Single Family Home,1752,10018.8,119900
1727,6021 Chessington Ave Las Vegas NV 89131,4,2,1,Single Family Home,3082,13503.6,279900
1728,216 Rancho Vista Dr Las Vegas NV 89106,4,3,0,Single Family Home,2144,7405,145000
1729,7044 Thistle Ridge St Las Vegas NV 89166,4,3,0,Single Family Home,2358,5662,319950
1730,1250 Golden Apple St Las Vegas NV 89142,2,1,1,Single Family Home,988,1742,102990
1731,7321 Bush Garden Ave Las Vegas NV 89129,5,3,0,Single Family Home,2896,6534,299990
1732,10190 Delray Beach Ave Unit 201 Las Vegas NV 89129,3,2,0,Condo/Townhome/Row Home/Co-Op,1260,,130000
1733,16 Panorama Crest Ave Las Vegas NV 89135,4,4,1,Single Family Home,3955,13068,975000
1734,294 Iron Duke Ave Las Vegas NV 89183,4,2,1,Single Family Home,3036,10018.8,398000
1735,114 Short Ruff Way Las Vegas NV 89148,4,2,0,Single Family Home,1615,3920,310000
1736,2865 Barrow Downs St Las Vegas NV 89135,5,4,1,Single Family Home,3792,7840,645000
1737,1826 Glistening Sands Dr Las Vegas NV 89119,2,2,0,Single Family Home,1164,5662,155000
1738,953 Westminster Ave Las Vegas NV 89119,6,2,0,Single Family Home,1984,6969,149000
1739,9547 Cherrydale Ct Las Vegas NV 89147,4,2,1,Single Family Home,1732,4356,125000
1740,11515 Bollinger Ln Las Vegas NV 89141,4,3,1,Single Family Home,3090,7405,439900
1741,5608 Lost Tree Cir Las Vegas NV 89130,3,2,0,Single Family Home,1987,8276,256625
1742,2141 Chertsey Dr Unit: D Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1074,,60000
1743,3429 Goldbutte Dr Las Vegas NV 89115,2,1,0,Mfd/Mobile Home,1332,6969,49000
1744,2050 Los Feliz St Unit 125 Las Vegas NV 89156,2,2,0,Condo/Townhome/Row Home/Co-Op,1383,1785,84900
1745,6439 Hamilton Grove Ave Las Vegas NV 89122,5,3,0,Single Family Home,2122,3484,204900
1746,2803 Tahiti Isle Ave Las Vegas NV 89031,5,3,1,Single Family Home,2876,5662,245000
1747,5582 Cotton St Las Vegas NV 89110,4,2,0,Single Family Home,1326,7405,135000
1748,1336 N Jones Blvd Las Vegas NV 89108,2,1,1,Condo/Townhome/Row Home/Co-Op,986,871,50000
1749,12120 Vista Linda Ave Las Vegas NV 89138,4,2,1,Single Family Home,3387,8712,455000
1750,716 Proud Eagle Ln Las Vegas NV 89144,4,4,1,Single Family Home,3268,7405,599000
1751,7537 Crooked Branch St Las Vegas NV 89143,3,2,1,Single Family Home,1707,3049,179999
1752,4726 E New York Ave Las Vegas NV 89104,3,2,0,Single Family Home,1307,6969,120000
1753,11393 Robbia Dr Las Vegas NV 89138,4,3,1,Single Family Home,3104,6098,599000
1754,3508 W Washington Ave Las Vegas NV 89107,4,2,1,Single Family Home,1704,7840,149900
1755,3136 Glenhurst Dr Las Vegas NV 89121,5,3,0,Single Family Home,2197,7405,75000
1756,405 Port Hope Pl Las Vegas NV 89144,3,2,0,Single Family Home,1884,6534,304900
1757,1012 Sidehill Way Las Vegas NV 89110,4,3,0,Single Family Home,2360,20908.8,210000
1758,4506 Hayes Pl Las Vegas NV 89107,4,2,0,Single Family Home,1474,6969,128000
1759,135 E Harmon Ave Unit 3120 And 3118 Las Vegas NV 89109,2,3,0,Condo/Townhome/Row Home/Co-Op,1394,,599000
1760,5880 N Durango Dr Las Vegas NV 89149,4,2,1,Single Family Home,2648,20908.8,364900
1761,8030 Carson Creek St Las Vegas NV 89113,4,3,1,Single Family Home,3897,9147,387000
1762,9412 Steeltree St Las Vegas NV 89143,4,2,1,Single Family Home,2642,4356,214900
1763,10010 Aspen Rose St Unit 103 Las Vegas NV 89183,3,2,1,Condo/Townhome/Row Home/Co-Op,1670,871,176500
1764,Las Vegas NV 89108,3,2,0,Single Family Home,2385,13068,140000
1765,10304 Willamette Pl Las Vegas NV 89134,2,2,0,Single Family Home,1520,7405,375000
1766,5422 S Mojave Rd Las Vegas NV 89120,6,4,0,Single Family Home,3346,13068,225000
1767,7734 Briana Renee Way Las Vegas NV 89123,4,2,1,Single Family Home,3172,9147,365000
1768,5250 S Rainbow Blvd Unit 1144 Las Vegas NV 89118,1,1,0,Condo/Townhome/Row Home/Co-Op,744,,120000
1769,6001 Morro Bay Ave Las Vegas NV 89108,4,2,0,Single Family Home,1642,6098,149900
1770,4506 Del Oro Dr Las Vegas NV 89102,3,2,1,Condo/Townhome/Row Home/Co-Op,1365,1306,119000
1771,2757 Blairgowrie Dr Henderson NV 89044,3,2,0,Single Family Home,1801,7840,250000
1772,7316 Restful Springs Ct Las Vegas NV 89128,4,2,1,Single Family Home,1410,4791,160000
1773,5663 Pineview Pl Las Vegas NV 89142,3,2,0,Single Family Home,1218,6969,138900
1774,2600 W Harmon Av Unit: 28036 Las Vegas NV 89158,1,1,0,Condo/Townhome/Row Home/Co-Op,631,,445000
1775,6868 Sky Pointe Dr Unit: 1102 Las Vegas NV 89131,1,2,0,Condo/Townhome/Row Home/Co-Op,1196,1611,105000
1776,708 Canyon Brook Pl Las Vegas NV 89145,3,2,1,Single Family Home,2782,7840,569000
1777,4381 W Flamingo Rd # 5504 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,3300,,1795000
1778,5335 Tipper Ave Las Vegas NV 89122,3,2,1,Single Family Home,1319,1742,119000
1779,7621 Siesta Grande Ave Las Vegas NV 89129,4,3,1,Single Family Home,4401,15681.6,342300
1780,Las Vegas NV 89128,4,3,0,Single Family Home,2107,5357,160000
1781,5864 Ancona Dr Las Vegas NV 89141,3,3,0,Single Family Home,1897,3484,230000
1782,10260 Vinces Lake St Las Vegas NV 89178,3,2,1,Single Family Home,3145,3920,374999
1783,2937 Cape Verde Ln Las Vegas NV 89128,4,3,0,Single Family Home,2114,5662,289950
1784,6829 High Bluff Way Las Vegas NV 89108,4,2,0,Single Family Home,1598,6534,134900
1785,9102 Crystal Coral Way Las Vegas NV 89123,3,3,0,Single Family Home,2186,6969,279000
1786,6373 Varna Ave Las Vegas NV 89110,5,3,0,Single Family Home,3168,7840,185000
1787,5417 Levens Ct Henderson NV 89141,4,2,1,Single Family Home,2347,10018.8,350000
1788,7256 Rock Castle Ave Las Vegas NV 89130,4,2,1,Single Family Home,1864,3920,265000
1789,9009 Successful Ct Las Vegas NV 89149,4,3,1,Single Family Home,2221,1742,187750
1790,5358 Coral Ribbon Ave Las Vegas NV 89139,3,2,1,Single Family Home,1493,2613,169900
1791,9031 Ellenbrook St Las Vegas NV 89148,2,2,1,Single Family Home,1471,3920,155000
1792,5397 Nickel Creek Trl Las Vegas NV 89122,4,2,1,Single Family Home,1601,2613,140000
1793,5820 Mac Duff Ct Las Vegas NV 89141,4,3,0,Single Family Home,3078,6969,335000
1794,3023 Bel Air Dr Las Vegas NV 89109,2,2,0,Single Family Home,1215,4356,239000
1795,512 N 16Th St Las Vegas NV 89101,5,2,0,Single Family Home,1868,10018.8,128000
1796,5340 Duralite St Unit 103 Las Vegas NV 89122,1,1,0,Condo/Townhome/Row Home/Co-Op,724,,49000
1797,5549 Green Ferry Ave Las Vegas NV 89131,4,2,1,Single Family Home,2791,6098,259990
1798,344 Wiseton Ave Las Vegas NV 89183,6,4,1,Single Family Home,6050,11761.2,755500
1799,2676 Losserand Ave Henderson NV 89044,5,4,1,Single Family Home,3612,13068,599999
1800,5984 Wheat Penny Ave Las Vegas NV 89122,3,2,0,Single Family Home,1420,4356,195000
1801,10549 Laurelwood Lake Ave Las Vegas NV 89166,4,2,1,Single Family Home,1797,3049,120000
1802,5454 Burkshire Dr Las Vegas NV 89142,3,2,0,Single Family Home,1090,3920,90000
1803,416 Lakehurst Rd Las Vegas NV 89145,5,2,0,Single Family Home,2673,9975,100000
1804,1009 Willow Tree Dr Unit B Las Vegas NV 89128,1,1,1,Condo/Townhome/Row Home/Co-Op,630,,45888
1805,2600 W Harmon Ave # 9046 Las Vegas NV 89158,1,1,0,Condo/Townhome/Row Home/Co-Op,545,,349900
1806,6272 Peach Orchard Rd Las Vegas NV 89142,4,3,0,Single Family Home,2368,4791,215000
1807,2534 E Owens Ave Las Vegas NV 89030,5,3,0,Single Family Home,1705,7840,99999
1808,8250 N Grand Canyon Dr Unit 2171 Las Vegas NV 89166,1,1,0,Condo/Townhome/Row Home/Co-Op,769,,84900
1809,1831 Camino Verde Ln Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1358,,79900
1810,3316 Queens Canyon Dr Las Vegas NV 89117,3,2,0,Single Family Home,1614,6534,210000
1811,3173 Pinehurst Dr Apt C Las Vegas NV 89109,2,1,1,Condo/Townhome/Row Home/Co-Op,1200,,109000
1812,7910 Shelter Island Wy Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1360,3049,139000
1813,5117 Welch Valley Ave Las Vegas NV 89131,4,2,1,Single Family Home,2318,4356,159900
1814,5802 Fox Run Ct Las Vegas NV 89120,5,2,0,Single Family Home,2505,11761.2,244900
1815,10585 Olympic Pine Dr Las Vegas NV 89135,3,2,1,Single Family Home,1701,5227,225000
1816,3530 Katmai Dr Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1152,4791,70000
1817,852 Temple View Dr Las Vegas NV 89110,7,4,0,Single Family Home,4028,20473.2,439000
1818,7623 Gemwood St Las Vegas NV 89123,4,2,0,Single Family Home,2352,7405,175000
1819,4737 Big Draw Dr Las Vegas NV 89031,2,2,0,Condo/Townhome/Row Home/Co-Op,1095,2178,92000
1820,11153 Prado Del Rey Ln Las Vegas NV 89141,4,3,1,Single Family Home,3004,5227,375000
1821,1108 Pine Island Ct Las Vegas NV 89134,4,5,3,Single Family Home,8376,28749.6,3799000
1822,4050 Pacific Harbors Dr Unit 114 Las Vegas NV 89121,3,2,0,Condo/Townhome/Row Home/Co-Op,1065,,109500
1823,9049 Vintage Wine Ave Las Vegas NV 89148,4,2,1,Single Family Home,2184,3484,200000
1824,6704 Dorita Ave Unit 202 Las Vegas NV 89108,3,2,0,Condo/Townhome/Row Home/Co-Op,1289,,109950
1825,10212 Button Willow Dr Las Vegas NV 89134,2,2,1,Single Family Home,2577,7840,454995
1826,7647 Harmony Peak St Las Vegas NV 89166,4,3,0,Single Family Home,3215,5662,359900
1827,511 Crimson View Pl Las Vegas NV 89144,3,2,1,Condo/Townhome/Row Home/Co-Op,1873,2613,199990
1828,8610 Lavender Ridge St Las Vegas NV 89131,3,2,1,Single Family Home,2879,9147,374999
1829,3445 W Maule Ave Las Vegas NV 89118,3,3,0,Single Family Home,2321,21344.4,465000
1830,2079 Via Firenze Henderson NV 89044,3,2,1,Condo/Townhome/Row Home/Co-Op,1696,2178,211900
1831,4546 Margarete Ave Las Vegas NV 89121,4,2,0,Single Family Home,1645,6098,100000
1832,9641 Cripple Gulch Ct Las Vegas NV 89178,5,4,1,Single Family Home,4269,9583,392000
1833,6417 Addely Dr Las Vegas NV 89108,3,2,0,Condo/Townhome/Row Home/Co-Op,1040,3920,89900
1834,205 E Harmon Ave Apt 404 Las Vegas NV 89169,2,2,0,Condo/Townhome/Row Home/Co-Op,1296,,225000
1835,7218 Estonian Pl Las Vegas NV 89113,6,4,0,Single Family Home,3878,11325.6,475000
1836,10652 Blue Nile Ct Las Vegas NV 89144,3,3,0,Single Family Home,2829,6098,245000
1837,11285 Penrose Falls St Las Vegas NV 89179,4,3,0,Single Family Home,2566,4356,250000
1838,12248 Caminita Pl Las Vegas NV 89138,5,3,0,Single Family Home,3540,6969,610000
1839,7633 Crenshaw Way Las Vegas NV 89129,5,4,1,Single Family Home,3333,8276,333000
1840,1021 Chestnut Chase St Las Vegas NV 89138,3,2,1,Single Family Home,2215,4791,342000
1841,10355 Madagascar Palm St Las Vegas NV 89141,3,2,0,Condo/Townhome/Row Home/Co-Op,1202,3484,180000
1842,816 Cambridge Cross Pl Las Vegas NV 89144,4,2,0,Single Family Home,1959,5227,258000
1843,7318 Commanche Creek Ave Las Vegas NV 89179,5,3,1,Single Family Home,3309,5662,270000
1844,3672 S Rosecrest Cir Las Vegas NV 89121,5,4,0,Single Family Home,3981,14810.4,460000
1845,9121 Terrace Ridge Ct Las Vegas NV 89129,6,3,0,Single Family Home,3417,6969,307500
1846,1869 Luna Alegre St Las Vegas NV 89115,3,3,1,Single Family Home,1790,2178,129900
1847,9235 White Waterfall Ave Las Vegas NV 89149,5,3,0,Single Family Home,3780,6098,388000
1848,5243 S Sandhill Rd Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,1656,4791,95000
1849,10743 Balmoral St Las Vegas NV 89141,3,2,1,Single Family Home,2079,4356,265000
1850,10162 Arkell Ct Las Vegas NV 89183,7,4,1,Single Family Home,6710,15246,850000
1851,6332 Molino St Las Vegas NV 89108,4,2,0,Single Family Home,1953,6098,149999
